X1,Unnamed: 0,Unnamed: 0.1,song,artist,text,duration_ms,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
187,187,187,Love Me Now,John Legend,"[Verse 1]
Pulling me further, further than I've been before
Making me stronger, shaking me right to the core
Oh, I don't know what's in the stars
Never heard it from above, the world isn't ours
But I know what's in my heart, if you ain't mine I'll be torn apart

[Chorus]
I don't know who's gonna kiss you when I'm gone
So I'm gonna love you now, like it's all I have
I know it'll kill me when it's over
I don't wanna think about it, I want you to love me now
I don't know who's gonna kiss you when I'm gone
So I'm gonna love you now, like it's all I have
I know it'll kill me when it's over
I don't wanna think about it, I want you to love me now

[Post-Chorus]
Love me now, love me now
Oh, oh, love me now, oh, oh, oh, yeah
Love me now, love me now
Oh, I want you to love me now

[Verse 2]
Something inside us knows there's nothing guaranteed
Yeah, girl, I don't need you to tell me that you'll never leave, no
When we've done all that we could to turn darkness into light, turn evil to good
Even when we try so hard for that perfect kind of love, it could all fall apart

[Chorus]
And who's gonna kiss you when I'm gone?
Oh I'm gonna love you now, like it's all I have
And I know it'll kill me when it's over
I don't wanna think about it, I want you to love me now

[Post-Chorus]
Love me now, love me now
Oh, love me now, oh, oh, oh
Love me now
Love me now, love me now
Love me now

[Bridge]
Oh I don't know how the years will go down, it's alright
Let's make the most of every moment tonight

[Chorus]
I don't know who's gonna kiss you when I'm gone
So I'm gonna love you now, like it's all I have
I know it'll kill me when it's over
I don't wanna think about it, I want you to love me now
I don't know who's gonna kiss you when I'm gone
So I'm gonna love you now, like it's all I have
I know it'll kill me when it's over
I don't wanna think about it, I just wanna love you now

[Post-Chorus]
Love me now, love me now
Oh, oh, love you now, oh, oh, oh
Love me now, love me now
Love you now
Oh, love you now, oh, oh, oh, oh",210293,8,0.591,0.488,0.762,0,0.0763,-3.842,0.0865,123.889,0.709
237,237,237,Blank Space,Taylor Swift,"[Verse 1]
Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there, and I thought
""Oh my God, look at that face
You look like my next mistake
Love's a game, wanna play?""
Ayy

[Verse 2]
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So hey, let's be friends
I'm dyin' to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name

[Verse 3]
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the King, baby, I'm your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come
Oh, no

[Verse 4]
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessin' like
""Oh my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name

[Bridge]
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",231827,5,0.085,0.752,0.678,1.64e-6,0.13,-5.421,0.0646,96.009,0.583
163,163,163,Deja Vu,J. Cole,"[Intro]
Huh, ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her

[Verse 1]
Sometimes you worry bout the things he can provide for ya
Whenever you around I seem to come alive for ya
I finally recognize the feelings that's inside for ya
Although I know your man and trust me he would die for ya
These quiet thoughts of you been going on for years now
I saw you in the party, soft lips, soft spoken
I came and talked to you but homie interfered now
He introduced you as his girl and I was heartbroken
Some people talk about that love at first sight shit
To keep it real I don't know whether I believe it's true
But if it is then tell me if I'm wrong or right
If I fell in love with you before I ever even knew
I catch your eye then look away as if it never happened
At times I feel as though I'm caught up in a strange dream
If eyes could talk then mines would tell ya that I'm feeling you
Sometimes I swear your eyes be telling me the same thing

[Pre-Chorus]
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams (listen)
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams (listen)

[Chorus]
Club jumping, don't stop, off top
But you know we only go 'til 2 o'clock
Put yo motherfuckin' hood up, it's the weekend
Drop that, back that ass up and bitches get to freaking
Last call at the bar, ladies get a drink, nigga get some balls
Ain't no telling you gonna see that bitch tomorrow
Stop holding up the wall waiting for the right song
Better holla cause you know they bout to cut the lights on

[Verse 2]
And put my number in it—
I'm staring at you from afar, I'm wondering 'bout you
Like, where you from and who you are?
'Cause you a star—no, not the type that snort the white lines
I mean the type to light the night time, I heard you got a man
But who in their right mind letting you out the house alone?
Tell me is your house a home?
Why you in the club looking like you out your zone?
Now be discreet and pull out your phone and put my number in it
Text a nigga when your man leave you unattended
On a scale from 1 to 10 that girl's a hundred and I want it
No question, I know destiny well
And though I sin the Lord blessing me still
Every saint got a past, every sinner got a future
Every loser gotta win and every winner gotta lose someday
They say it's just a matter of time
And if I had my way then you would be mine

[Pre-Chorus]
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams (listen)
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams

[Chorus]
Club jumping, don't stop, off top
But you know we only go 'til 2 o'clock
Put yo motherfuckin' hood up, it's the weekend
Drop that, back that ass up and bitches get to freaking
Last call at the bar, ladies get a drink, nigga get some balls
Ain't no telling you gonna see that bitch tomorrow
Stop holding up the wall waiting for the right song
Better holla 'cause you know they bout to cut the lights on

[Bridge]
I know you were made for me but
Darling don't you wait for me
'Cause I can see the promised land
But I can't do no promising
I know you were made for me but
Darling don't you wait for me
'Cause I can see the promised land
But I can't do no promising

[Outro]
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her",264747,9,0.361,0.653,0.409,1.2e-4,0.189,-11.446,0.421,174.324,0.187
138,138,138,In The Name Of Love,Martin Garrix & Bebe Rexha,"[Verse 1: Bebe Rexha]
If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in? Would you let me do it first?
Do it all in the name of love
Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

[Chorus: Bebe Rexha]
In the name of love, name of love
In the name of love, name of love

[Breakdown]
In the name of
Love
In the name, name
Love
In the name, name
Love

[Verse 2: Bebe Rexha]
If I told you we could bathe in all the lights
Would you rise up, come and meet me in the sky?
Would you trust me when you're jumping from the heights?
Would you fall in the name of love?
When there's madness, when there's poison in your head
When the sadness leaves you broken in your bed
I will hold you in the depths of your despair
And it's all in the name of love

[Chorus: Bebe Rexha]
In the name of love, name of love
In the name of love, name of love

[Breakdown]
In the name of
Love
In the name, name
Love
In the name, name
Love

[Bridge: Bebe Rexha]
I wanna testify
Scream in the holy light
You bring me back to life
And it's all in the name of love
I wanna testify
Scream in the holy light
You bring me back to life
And it's all in the name of love

[Chorus: Bebe Rexha]
In the name of love, name of love
In the name of love, name of love

[Breakdown]
In the name of
Love
In the name, name
Love
In the name, name
Love
In the name of
Love
In the name, name
Love
In the name of
Love
In the name of
Love
In the name of
Love",195707,4,0.109,0.501,0.519,0,0.454,-5.88,0.0409,133.99,0.168
213,213,213,Foldin Clothes,J. Cole,"[Intro]
Hey, hey
Hey, hey
Hey, hey

[Hook]
I wanna fold clothes for you
I wanna make you feel good
Baby, I wanna do the right things they
Feel so much better than the wrong things
I said I wanna fold clothes for you
I wanna make you feel good
Baby, I wanna do the right things they
Feel so much better than the wrong things
I wanna fold clothes for you

[Verse 1]
I wanna fold clothes for you
Woke up this morning
Feeling like the best version of me, so happy
I walked in the living room
And saw you all alone on the couch, just napping
I, I see a lot on your plate
Nine months with that weight
I know you tired so I wonder how I can help
I get the basket and grab your clothes out the dryer
Oh, I wanna fold clothes for you

[Hook]
I wanna fold clothes for you
I wanna make you feel good
Baby, I wanna do the right things they
Feel so much better than the wrong things
I said I wanna fold clothes for you
I wanna make you feel good
Baby, I wanna do the right things they
Feel so much better than the wrong things
I wanna fold clothes for you

[Verse 2]
Listen, this is a meditation for me
A practice in being present
There's nowhere I need to be
Except right here with you
Except right here with you
Folding clothes
Watching Netflix
Catching up on our shows
Eating breakfast
Raisin Bran in my bowl
With bananas and some almond milk
I never thought I'd see the day
I'm drinking almond milk
(""You soft!"")

[Hook]
I wanna fold clothes for you
I wanna make you feel good
Baby, I wanna do the right things they
Feel so much better than the wrong things
I said I wanna fold clothes for you
I wanna make you feel good
Baby, I wanna do the right things they
Feel so much better than the wrong things
I wanna fold clothes for you

[Bridge]
If I can make life easier
The way you do mine
Save you some time
Alleviate a bit of stress from your mind
Help you relax
Let you recline babe
Then I should do it
'Cause Heaven only knows
How much you have done that for me
Now I see
It's the simple things
It's the simple things
It's the simple things
That say ""I love you""
It's the simple things
It's the simple things
It's the simple things

[Verse 3]
Niggas from the hood is the best actors
We the ones that got to wear our face backwards
Put your frown on before they think you soft
Never smile long or take your defense off
Acting tough so much, we start to feel hard
Live from the city where they pull cards
I got a Glock 40 and a little nine
Ready for the day a nigga pull mine
Niggas from the hood is the best actors
Gotta learn to speak in ways that's unnatural
Just to make it through the job interviews
If my niggas heard me, they'd say
""Damn, what's gotten into you?""
Just trying to make it, dog, somehow
Peeking through the blinds, I see the sun now
I see you're still sleeping and it feels like
Maybe everything is gon' be alright",316920,7,0.218,0.713,0.496,2.37e-4,0.0761,-10.045,0.311,162.039,0.6
188,188,188,Rockin' Around The Christmas Tree,Brenda Lee,"[Chorus]
Rockin' around the Christmas Tree
At the Christmas party hop
Mistletoe hung where you can see
Ev'ry couple tries to stop

Rockin' around the Christmas Tree
Let the Christmas Spirit ring
Later we'll have some pumpkin pie
And we'll do some carolling

[Bridge]
You will get a sentimental feeling when you hear
Voices singing, ""Let's be jolly -
Deck the halls with boughs of holly!""

[Chorus]
Rockin' around the Christmas Tree
Have a happy holiday
Everyone's dancing merrily
In a new old fashioned way

[Bridge]
You will get a sentimental feeling when you hear
Voices singing, ""Let's be jolly -
Deck the halls with boughs of holly!""

[Chorus]
Rockin' around the Christmas Tree
Have a happy holiday
Everyone's dancing merrily
In a new old fashioned way",126267,8,0.614,0.589,0.472,0,0.505,-8.749,0.0502,67.196,0.898
238,238,238,Congratulations,Post Malone Featuring Quavo,"[Intro: Post Malone]
Mm-mmm
Yah, yah
Mm-mmm
Yah (hey)

[Chorus: Post Malone]
Annem aradı, seni televizyonda gördüm, oğlum
Biz orada olduğumuzdan beri bir şeylerin değiştiğini söyledi
Bunların hepsini gençliğimden beri hayâl ettim
Hiçbir şey olamayacağımı söylediler
Hepsi artık bana, ""Tebrikler"" diyor (uh, uh)
Çok çalıştım, nasıl tatil yapılır unuttum (uh-huh)
Onlar kendilerini hiçbir şeye adamadılar (uh, uh)
İnsanlar nefret edip, değiştiğimizi söylüyorlar, ama bak başardık (uh, uh)
Evet, başardık (uh, uh)

[Verse 1: Post Malone]
Hiç arkadaşça değillerdi, evet
Şimidi bir Bentley'den atlıyorum, evet
Ve kulağa dramatik geldiğimi biliyorum, evet
Ama yapmak zorundaydım biliyorum, evet
Para için, vahşi olurum, evet
Bİr bağımlı gibi istiyorum, evet
Yirmi tane kötü sürtük tarafından çevrelendim, evet
Ama beni geçen yıl tanımıyorlardı, evet
Herkes sanki değerlilermiş gibi davranmak istiyor (evet, evet, evet, evet, evet)
Ama bunlar paramı gördükten sonra hiçbir şeydi, evet (evet, evet, evet, evet, evet)
Herkes bana güveniyor, topu düşür, evet (evet, evet, evet, evet, evet)
Sınırdaymışım gibi her şey özel, evet, evet
Eğer kazananla beraber olursan, ışıkları gökyüzüne tut
Aklımda milyonlarca şey varken nasıl mantıklı olabilirim?
Bu saçmalıklarla geliyorum, onları sadece kenara koyarım
Bebekliğimden beri basketbol oynuyorum, gözlerimde görebilirler

[Chorus: Post Malone & Quavo]
Annem aradı, seni televizyonda gördüm, oğlum
Biz orada olduğumuzdan beri bir şeylerin değiştiğini söyledi
Bunların hepsini gençliğimden beri hayâl ettim
Hiçbir şey olamayacağımı söylediler
Hepsi artık bana, ""Tebrikler"" diyor (uh, uh)
Çok çalıştım, nasıl tatil yapılır unuttum (uh-huh)
Onlar kendilerini hiçbir şeye adamadılar (uh, uh)
İnsanlar nefret edip, değiştiğimizi söylüyorlar, ama bak başardık (uh, uh)
Evet, başardık (uh, uh)

[Verse 2: Quavo]
Sabrettim (evet)
Oh, sabrettim (ayy, oh)
Artık başardığımızı bağırabilirim, (başardık)
Şimdi her yerde, gittiğim her yerde, tebrik ediyorlar (oh)
Genç zenci, genç zenci, mezun (evet)
Kayaları ve topları alırım, bebeğim (toplar)
Aramak için birini arıyorum, bebeğim (brr)
Ama şimdi, bir durumum var (ayy)
Artık eski Ben-Ben Franklins değilim (nakit)
Büyük yüzükler, şampanya(oh, şampanya)
Hayatım bir top oyunu gibi (top oyunu)
Ama yerine, bir tuzaktayım (tuzaktayım)
Otum çok büyük, Super Bowl'a seslenin (Super Bowl)
Super Bowl, Sürtüklere seslen (brr)
Rolls'lara atlayın (skrrt)
Hayatın zirvesi (zirve)
Huncho ve Post (evet) Malone (ayy)
Telefonumla oynamalıyım (ayy)
Neyi kabûl ettiğimi biliyorsun (ayy)
Huncho Houdini gitti (ayy)

[Chorus: Post Malone & Quavo]
Annem aradı, seni televizyonda gördüm, oğlum
Biz orada olduğumuzdan beri bir şeylerin değiştiğini söyledi
Bunların hepsini gençliğimden beri hayâl ettim
Hiçbir şey olamayacağımı söylediler
Hepsi artık bana, ""Tebrikler"" diyor (uh, uh)
Çok çalıştım, nasıl tatil yapılır unuttum (uh-huh)
Onlar kendilerini hiçbir şeye adamadılar (uh, uh)
İnsanlar nefret edip, değiştiğimizi söylüyorlar, ama bak başardık (uh, uh)
Evet, başardık (uh, uh)

[Outro]
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey",220293,6,0.215,0.63,0.804,0,0.253,-4.183,0.0363,123.146,0.492
164,164,164,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,"[Intro]
Come at me
Many priests, the good things in there
Change all conditions in Heaven yes, Ae Ae
Black dark day
He made me feel something
You are every night I want to slowly slowly taste
My equality, how much love how to put it
I have only one angle
You seem to have ears, you feel my words
You can spend a long time in a very short time

[Verse 1]
You, you are a mechanic and made of iron
See how
Coming soon
Simply pulse acceleration (Yes)
If you are interested in more than money
My mind is all necessary
I killed without problems

[Chorus]
Quickly
I want to get rid of your throat
I will show you something in your ear
If you are not with me you will lose
Quickly
Gently shared your clothes locked, I want to
Let’s sign a labyrinth wall
And make plaintiff’s regime (Growing, growing, growing)
Growing, growing plant

[Bridge]
I see your chest hair, I want to be your objective
I want to see my face
Favorite Business (Favorite, a favorite child)
Vunerability to secure the Danger Zone
It also provokes your jealousy
A surname here is (Tell me, Daddy Derides)

[Verse 2]
If I ask to see the kiss gimme
I know your belief converted
Bucket I have sought for some time
Mother, until today
I know your heart I decided to be honest
I know that the child is my right
How do you know what comes to my face?
I would, I wish, I want to know down the fullness of I love art
I am in a hurry, I want to go
First of all, surprise

[Bridge 2]
By steps, soft and flabby stage
We are a bit stranded
I blame you for that
I see you are malice with delicacy
By steps, soft and flabby stage
We are a bit weak and needy
And its aesthetic is a conundrum
But here I am on the mountain oh yeah

[Verse 3]
Quickly
Retro, unknown, coastline, inside, profile, lit
Or a blessing from the howling waves
So that my seal stays with you

[Bridge 3]
Quickly
By steps, soft and flabby stage
We are a bit stranded
I want to see my face
Favorite Business (Favorite, a favorite child)

By steps, soft and flabby stage
We are a little bit stuck
It also provokes your jealousy
A surname here
Quickly",228827,2,0.228,0.653,0.816,0,0.0967,-4.353,0.167,178.086,0.816
139,139,139,Love.,Kendrick Lamar Featuring Zacari,"[Letra de ""Kendrick Lamar - LOVE. ft. Zacari (Traducción al Español)""]

[Intro: Kendrick Lamar]
Maldición, amor o lujuria
Maldición, todos nosotros

[Coro: Zacari & Kendrick Lamar]
Dame una oportunidad por mi dinero
No hay nadie, nadie que me supere
(¡Otro estreno mundial!)
Así que dame una oportunidad por mi dinero
Bebiendo champán, sintiendo con amor, viviendo con amor
Solo ámame
Quiero estar contigo, ayy, quiero estar con...
Solo ámame, solo ámame, solo ama
Quiero estar contigo, ayy, quiero estar con...
Ámame
Quiero estar contigo
Ámame, solo ámame

[Estribillo: Kendrick Lamar & Zacari]
Si no tengo frenos sobre la acera, ¿todavía me amarías?
Si minimizo mi patrimonio neto, ¿todavía me amarías?
Mantente constante, preferiría que confíes en mí antes que amarme
Mantenlo al cien: no te tengo, no tengo nada

[Verso 1: Kendrick Lamar]
Ayy, tengo algo
Espera, nosotros funcionamos sin suposiciones
Me siento como Tyson con eso
Golpéalo dos veces, estoy con eso
Solo por la noche, estoy bromeando
Solo por la vida, sí, solo por la vida, sí
Solo por la vida, sí, consigamoslo
Golpea ese hombro delgado
Sé lo que significa
De espalda a altamar
Sé lo que necesitas
Ya en diez, todo el dinero entra
Todo sentimiento sale, este sentimiento no se seca
Esta fiesta no terminará

[Estribillo: Kendrick Lamar & Zacari]
Si no tengo frenos sobre la acera, ¿todavía me amarías?
Si minimizo mi patrimonio neto, ¿todavía me amarías?
Mantente constante, preferiría que confíes en mí antes que amarme
Mantenlo al cien: no te tengo, no tengo nada

[Coro: Zacari & Kendrick Lamar]
Dame una oportunidad por mi dinero
No hay nadie, nadie que me supere
Así que dame una oportunidad por mi dinero
Bebiendo champán, sintiendo con amor, viviendo con amor
Solo ámame
Quiero estar contigo, ayy, quiero estar con...
Solo ámame, solo ámame, solo ama
Quiero estar contigo, ayy, quiero estar con...
Ámame
Quiero estar contigo
Ámame, solo ámame

[Verso 2: Kendrick Lamar & Zacari]
Estoy en camino
No tenemos tiempo que perder
Explota tu chicle en el camino (ámame)
¿Estoy en el camino?
No quiero presionarte
Quiero tu bendición hoy (ámame)
Oh, por cierto, abre la puerta por el camino
Te dije que estoy en camino (ámame)
Estoy en camino, sé que la conexión es vaga
Levanta el teléfono para mí, bebé
Maldición, interferimos
La mala actitud de tu abuela
Las curvas y caderas de tu abuela
Recuerda Gardena, tomé la cámara de estudio
Sé que Top estará enojado conmigo
Tuve que hacerlo, quiero tu cuerpo, tu música
Compré un anillo para probarlo
Mira lo que hiciste
Te dije que estoy en camino
Soy como un camino de salida, sí

[Estribillo: Kendrick Lamar & Zacari]
Si no tengo frenos sobre la acera, ¿todavía me amarías?
Si minimizo mi patrimonio neto, ¿todavía me amarías?
Mantente constante, preferiría que confíes en mí antes que amarme
Mantenlo al cien: no te tengo, no tengo nada

[Coro: Zacari & Kendrick Lamar]
Dame una oportunidad por mi dinero
No hay nadie, nadie que me supere
Así que dame una oportunidad por mi dinero
Bebiendo champán, sintiendo con amor, viviendo con amor
Solo ámame
Quiero estar contigo, ayy, quiero estar con...
Solo ámame, solo ámame, solo ama
Quiero estar contigo, ayy, quiero estar con...
Ámame
Quiero estar contigo
Ámame, solo ámame",213400,10,0.264,0.8,0.585,0,0.153,-7.343,0.0924,126.058,0.779
214,214,214,...Ready For It?,Taylor Swift,"[Verse 1]
Knew he was a killer first time that I saw him
Wondered how many girls he had loved and left haunted
But if he's a ghost, then I can be a phantom
Holdin' him for ransom, some
Some boys are tryin' too hard, he don't try at all though
Younger than my exes, but he act like such a man, so
I see nothing better, I keep him forever
Like a vendetta-ta

[Pre-Chorus]
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know

[Chorus]
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night, in my dreams
I know I'm gonna be with you, so I take my time
Are you ready for it?

[Verse 2]
Knew I was a robber first time that he saw me
Stealing hearts and running off and never sayin' sorry
But if I'm a thief, then he can join the heist, and
We'll move to an island, and
And he can be my jailer, Burton to this Taylor
Every love I've known in comparison is a failure
I forget their names now, I'm so very tame now
Never be the same now, now

[Pre-Chorus]
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know (No one has to know)

[Chorus]
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night in my dreams
I know I'm gonna be with you, so I take my time
Are you ready for it?
Oh, are you ready for it?

[Post-Chorus]
Baby, let the games begin
Let the games begin
Let the games begin
Baby, let the games begin
Let the games begin
Let the games begin

[Pre-Chorus]
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know

[Chorus]
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night, in my dreams
I know I'm gonna be with you, so I take my time
In the middle of the night

[Post-Chorus]
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?",208187,2,0.0527,0.613,0.764,0,0.197,-6.509,0.136,160.015,0.417
189,189,189,Red Opps,21 Savage,"[Intro]
Yeah, Yeah, Yeah
I pull up roll the window down and
(pop pop pop pop pop)
I pull up roll the window down and
(pop pop pop pop pop)
I pull up roll the window down and
(pew pew pew)

[Hook]
I just bought a pistol it got 30 rounds in it
Pull up at yo momma house and put some rounds in it
Wet a nigga block and watch them niggas drown in it
Hunnid round drum gun a nigga down with it
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit

[Verse 1]
I'm on that Slaughter Gang shit
Take a nigga bitch
Nigga yous a bitch cuz I ran off with ya shit
I'm a real right Blood and these niggas counterfeit
You don't pull up on the Ave pussy boy you get dipped
I bought a brand new drop and then I poured me up some drop
Y'all say real street nigga ya'll ain't on no block
Bitch, keep your legs closed 'cause all I want is top
I pull up and pew pew pew y'all gone call the cops
21

[Hook]
I just bought a pistol it got 30 rounds in it
Pull up at yo momma house and put some rounds in it
Wet a nigga block and watch them niggas drown in it
Hunnid round drum gun a nigga down with it
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit

[Verse 2]
Two guns up
I don't give a fuck
I'm a big dog lil' nigga you a pup
Pull up at yo spot walk up on it shoot it up
Yo bitch she on the molly yeah I got her booted up
You said you was trappin' but I heard thats a lie
Baking soda, cold water, cut the stove on, scrape the side
You can keep the skinny bitch cuz I like a fat ass and thighs
Bitch I'm Young Savage yo baby daddy know not to try

[Hook]
I just bought a pistol it got 30 rounds in it
Pull up at yo momma house and put some rounds in it
Wet a nigga block and watch them niggas drown in it
Hunnid round drum gun a nigga down with it
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit",163340,9,0.00908,0.703,0.709,0,0.127,-6.452,0.402,140.998,0.569
239,239,239,Wow.,Post Malone,"[Verse 1]
Said she tired of little money, need a big boy
Pull up 20 inch blades like I'm Lil’ Troy
Now it's everybody flockin', need a decoy
Shawty mixing up the vodka with the LaCroix, yeah
G-Wagen, G-Wagen, G-Wagen, G-Wagen
All the housewives pullin’ up (Up, up)
I got a lot of toys, 720S bumpin' Fall Out Boy
You was talkin' shit in the beginning (Mm-mm)
Back when I was feelin' more forgivin' (More forgivin')
I know it piss you off to see me winnin' (See me winnin')
See the igloo in my mouth when I be grinnin’ (I be grinnin’), yeah

[Chorus]
Hunnid bands in my pocket, it's on me
Hunnid deep when I roll like the army
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)
Hunnid bands in my pocket, it's on me (On me)
Yeah, your grandmama probably know me (Know me)
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)

[Verse 2]
Everywhere I go (Hey)
Catch me on the block like I'm Mutombo (Wow)
750 Lambo in the Utah snow (Skrrt)
Trunk in the front like that shit Dumbo, yeah
Cut the roof off like a nip-tuck
Pull up to the house with some big butts
Turn the kitchen counter to a strip-club (Yeah, wow)
Me and Dre came for the...
When I got guap, all of y'all just appeared (Wow)
Before I dropped Stoney, none of y'all really cared (Cared)
Now they always say, ""Congratulations,"" to the kid (Kid)
And this is not a 40, but I'm pourin' out this shit (Yeah)
Used to have a lot, but I got more now (Yup)
Made another hit 'cause I got bored now (Yup)
Always goin' for it, never punt fourth down
Last call, Hail Mary, Prescott touchdown, ayy

[Chorus]
Hunnid bands in my pocket, it's on me (On me)
Hunnid deep when I roll like the army (Hey)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)
Hunnid bands in my pocket, it's on me (Yeah, yeah)
Yeah, your grandmama probably know me (Yeah, yeah)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow""

[Outro]
Got 'em sayin', ""Wow""
Ayy, ayy, wow
Sayin', ""Wow""
Wow
Wow",149520,11,0.163,0.833,0.539,2.1e-6,0.101,-7.399,0.178,99.947,0.385
